Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,230496033,244832035,261184037.4,275968039.5,305312043.7,344159480.3,390973233.3,441706910.1,485160824.3,551237316.6,645537126.2,717716130.5,858802035.9,1299105241,1467346060,1356591177,1511856584,1640763204,1947947524,2293621944,2545983008,2498068351,2368584970,2562492525,2552526263,2423373088,2648033766,3143848331,3655979702,3546460177,3219730365,3787352287,4377984100,4974662910,5502648500,4636113480,5155485420,4936605080,3789428160,3477060138,3521348155,3081029666,2999542369,3536459111,3927114466,4865971718,5527793929,6340575790,8000108638,8105204448,9716124252,12873212504,15391272798,15413163675,
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64712371523,83861124655,92527771164,94201159959,1.08679E+11,1.39412E+11,1.57079E+11,1.5755E+11,1.73338E+11,1.68225E+11,1.71887E+11,1.90521E+11,1.98679E+11,2.17514E+11,2.53526E+11,3.04412E+11,3.43261E+11,4.28763E+11,5.30185E+11,4.36476E+11,4.76688E+11,5.24363E+11,4.96206E+11,5.26064E+11,5.48003E+11
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1691900000,1865100000,2094400000,2333600000,2570500000,2881500000,3170500000,3532700000,3941700000,4460700000,5034700000,5646800000,6328900000,7002400000,7684800000,8198300000,8968600000,9910900000,11165000000,12750000000,14436100000,15955700000,16764200000,17276600000,19162600000,20289200000,21969400000,23878000000,26178400000,28266800000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086409000,57840954000,61701810000,69668635000,72546194000,75833996000,80322313000,83914521341,87276164365,89524131617,93639316000,96385638000,98381268000,1.00352E+11,1.01081E+11,1.03135E+11,
"Korea, Dem. Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,3193200404,3417516639,3668222358,3905734460,4235608178,4687464055,5135387846,5740241166,6354262628,6969025826,8108786611,9202826855,11240177910,15092395748,17513812155,19349803922,20334880637,21441592457,23489963504,26625409836,32899879856,31980456026,30530776993,27242309084,25220487538,27118484528,38749765447,48187704568,56352785515,60600076394,78721558149,89242403219,1.07603E+11,95019074928,99698429952,1.18134E+11,1.2263E+11,1.17046E+11,1.23982E+11,1.27466E+11,1.18358E+11,1.21546E+11,1.34229E+11,1.64964E+11,1.89187E+11,1.97305E+11,2.08567E+11,2.40169E+11,2.62008E+11,2.43746E+11,2.38318E+11,2.4488E+11,2.16368E+11,2.24912E+11,2.29584E+11
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,400129691.1,421700441.8,451524124.5,477012512.7,512728946.2,548758098.3,609047285.3,697291727.5,889357059.7,1199618980,1351889403,1540820246,1912353340,2350329157,3135123880,4094810488,5219516810,5067450002,5237432542,4067222420,2966234024,3439716399,3778316380,4082625953,4599970618,5695201563,6984367763,7157424031,7249533620,7870982171,9062131308,9788391733,9965225497,9024567484,8392549702,8195993231,7662595076,6325151760,6588103836,8033877360,8734653762,10646243498,13794987109,18503387745,15933721805,20047518281,25099681461,24595319574,28896660618,30984747863
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,429695829.9,516310157.9,703997067.3,1000201321,1117135872,1120202472,1168729854,1355437122,1660645961,1887691126,1945081334,1900991571,1822779931,1994615514,1889499875,2051550373,2017071717,2111237486,2205782154,2377069917,2540592089,2787173922,2938054823,3385361655,3657203558,3927207894,3923691006,3373958367,3672292816,3424361920,3350866089,3534993604,4150865480,4794347056,5249059748,5511353856,6069348859,6477155854,5756584540,6364112615,7424474235,7859438468,7888352545,8249482011
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,176534589.6,215659455,220984369.1,259590076.3,242943776.9,254035999.2,296613496.9,325843254.7,431254103,555337985.7,690319754.9,732286143.3,793193187.4,1005573294,1215031775,1362151524,1279972866,1286462643,1335895286,1378991403,1507230779,2301514717,2543199148,2687472830,2636461517,3181206305,3267367610,3558215110,3694600400,3522272321,3982374846,3954696874,3567062512,3775160797,3797016069,3447543138,,,,,,,,,,,,,,
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,301791305,387700072.8,510259922.1,793884372,2401403173,2512783995,3284301423,3617580071,4052000455,5633000423,7829094485,8661263526,7596703006,6467582130,6704395640,6153296287,5053021812,5446428532,6038186867,6487911910,7360439221,6883516294,7646153773,7156593457,7374450567,8137911754,9059340136,11297801805,10255494746,12393131528,17759889622,17538461057,19363735732,23533790562,31734065062,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.69805E+11,1.89945E+11,2.03235E+11,2.11817E+11
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,38067565161,40424526826,41450779109,38299106120,28846858763,25090303817,26361161948,30072623842,35477055619,35333677695,35285888482,42115494069,35592337083,37305099928,40585886769,45988510814,59466017706,75794733525,99172613716,1.22695E+11,1.70613E+11,2.04335E+11,1.64346E+11,1.64792E+11,1.82611E+11,1.69396E+11,1.89639E+11,1.99044E+11
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06501E+11,5.16815E+11,5.09381E+11,4.60205E+11,4.3506E+11,3.95087E+11,3.95528E+11,3.91721E+11,4.04927E+11,2.70953E+11,1.95906E+11,2.59708E+11,3.06603E+11,3.4511E+11,4.30348E+11,5.91017E+11,7.64016E+11,9.89931E+11,1.29971E+12,1.66085E+12,1.22264E+12,1.52492E+12,1.90479E+12,2.01611E+12,2.07902E+12,1.8606E+12
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,119000024.1,122000016.1,125000008.1,128000000.1,129999994.1,148799980.1,124525703,159560018.2,172200018.2,188700037.2,219900006.2,222952503.9,246457838.6,290746157.5,308458403.6,571863503,637753856.1,746650611.3,905709081,1109346137,1254765643,1407062526,1407243133,1479687583,1587413092,1715626337,1944710688,2157432668,2395492695,2405022588,2550185692,1911600232,2029026957,1971525718,753636370.5,1293535192,1382334879,1851558199,1989343548,1817655192,1734938190,1674685126,1677447003,1845979351,2089188921,2581465675,3110328011,3775447706,4796573531,5308990459,5698548988,6406727230,7219657132,7522006198,7890190337
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,47688915929,50860637686,54296000828,61059662194,69962536180,75140655030,63055183739,69408765065,72867594708,80005110395,86652372457,92123150393,92636620556,1.06014E+11,1.28274E+11,1.37407E+11,1.34306E+11,1.55389E+11,1.76841E+11,1.98063E+11,2.38817E+11,2.53131E+11,2.61882E+11,2.77257E+11,2.75982E+11,3.00054E+11,3.17909E+11,3.53275E+11,3.79206E+11,3.81666E+11,4.11581E+11,3.66063E+11,3.88728E+11,3.84862E+11,4.36754E+11,4.85158E+11,5.30755E+11,5.56845E+11,5.64638E+11,6.05116E+11,6.29218E+11,6.45831E+11,6.7973E+11,7.93222E+11,9.19799E+11,1.05391E+12,1.20495E+12,1.52616E+12,1.55263E+12,1.70684E+12,2.08657E+12,2.27851E+12,2.29292E+12,2.35533E+12,2.60787E+12
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,4187777711,4485777644,5377333333,7184853043,9664157056,14947391342,45412958386,46773367408,64005666266,74188250189,80265618776,1.1186E+11,1.64542E+11,1.84292E+11,1.53239E+11,1.29172E+11,1.19625E+11,1.03898E+11,86961921121,85695863665,88256077359,95344462080,1.16778E+11,1.31336E+11,1.36304E+11,1.32151E+11,1.34327E+11,1.42458E+11,1.57743E+11,1.64994E+11,1.45773E+11,1.60957E+11,1.88442E+11,1.83012E+11,1.88551E+11,2.14573E+11,2.58742E+11,3.28461E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.26811E+11,6.69507E+11,7.33956E+11,7.44336E+11,7.46249E+11
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1126364159,1222860425,1328259621,1351234922,1388282596,1446869615,1484491671,1607409535,1677771396,1847501436,2100229753,2288340034,2483055715,3077254451,3958931648,4823090178,6013210798,7498923064,8128758776,8418342382,7617256637,9538009840,9254395727,8465226679,10044298181,12459385254,15966649791,20631219790,15510323989,15295635330,12408647541,11379222222,7031933251,8881009895,12793798271,13830369852,9018303104,11681179571,11250220584,10682027621,12257299147,13182872568,14803423364,17646271401,21457886198,26524992281,35821858788,45898948564,54527549894,53149439465,65634083050,67326793943,62689620777,66480692535,73815376185
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,792824702.8,836493103.6,857426088.8,886387334.5,939145912.2,955834759.9,984942841.5,984605218.1,1034293671,983621121.2,1024832778,1058120594,1280328106,1471913586,1658273944,2235746641,2266860710,2320786618,2591178825,3226677957,3503282842,3176771658,3109677903,2774198931,2705535968,2962200082,4189860373,5040708746,4985152888,4913065118,5716644525,5617235857,6004885304,5678828410,3877196945,4878718880,5065830114,4672504142,5030344291,5144045093,4679604922,4877602012,5333862344,6858952717,8031344240,8707015064,9358710935,11284603071,13386345215,12812994419,12932428288,14440676929,14045681414,14791699009,15578916865
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,704457699.9,764303121,825879878,917216011.9,893728644.1,974186762.1,1095902941,1237415148,1425020090,1659044433,1919496149,2270330157,2950257778,4227574227,5260730986,5789229537,6071574793,6702713782,8062400369,9719674891,12078880713,14363051850,15873552879,18001987648,19550103558,18555053065,18762738691,21606296380,26515373244,31392969361,38899863982,45473126682,52157482142,60644916521,73775658851,87891560102,96400967339,1.00164E+11,85707550710,86285332592,95835971175,89285087395,91941792115,97002305722,1.14187E+11,1.27418E+11,1.47794E+11,1.79981E+11,1.92231E+11,1.92406E+11,2.3642E+11,2.7537E+11,2.89941E+11,3.02246E+11,3.07872E+11
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,25203524.03,28084252.76,28606411.4,,50056882.82,40606712.05,55272108.84,84539332.28,74617096.48,83099107.91,93147039.25,111022090,151270207.9,168715353.1,187313261.3,188446092.1,180219397.5,252806783.4,232306861.2,210737869.7,238606299.6,310684273.7,332286760.9,302515026.9,320355090.6,378778047.2,410923236.2,464756638.5,519334096.7,565163750.6,567919502.8,471177008.1,482214092.3,435101217.5,400464594,341663056,332736306.5,375109694.3,413911362.3,456707935,516074229,608292551.5,597762270.8,671585231.6,886503123.8,1025124684,1059690062,1158183054
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322009470.7,327834679.7,342721578.9,348546951.2,371848113.8,359379856.2,375479849.8,348795303,329860091.9,408690163.5,434410373.8,419549425.1,465381090,575230234.4,648590642.9,679335901.1,594895672.3,691777758.4,960728338.9,1109374722,1100685845,1114830472,1295361886,995104305.3,1087471862,856890498.6,490181456.6,701307602.3,1055083945,932974411.9,649644826.8,779981538.1,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1079478388,1239004288,1371442566,1431208677,1627854495,1885112202,2158496873,2505458705,2453899847,2578026297,2932106327,3789119779,4928272986,4892363979
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,877720000,929520000,976200000,1009760100,1049400000,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4800900000,5311000000,5954700000,6938000000,8085600000,9500500000,10315500000,11134700000,12008400000,12464700000,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000,24259100000,25220000000
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853373879.7,773907642.4,815205233.1,879957209.9,1122981525,1317357835,1375416604,1469000145,1687567364,1899879955,,,,,,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,180460950.4,191660990.9,203533070.7,216147150,229531201.9,243725900.2,257375899.4,271781889.3,286719887.9,300230021.5,316147885.3,331104597,416940946.6,507028439.3,467577426.6,710850217.9,807275799,498550866.2,564986077.5,590419864,603592653.9,699112246.5,774419565.9,733901342,788307226.8,876404615,930318731.6,1009792743,1038291312,1092393020,917044254,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24147996550,18284194680,18409364147,6540247190,12267175481,16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39460357731,46466728667,40742313861,45519650911,43866423167
Sub-Saharan Africa (developing only),SSA,GDP (current US$),NY.GDP.MKTP.CD,26578191927,28063229178,29930018897,32147962547,35021543545,37993876877,40824685772,41569654395,44142523686,49981401956,60059239400,60304690774,68203124973,87355575334,1.14669E+11,1.26701E+11,1.39568E+11,1.513E+11,1.67193E+11,2.03765E+11,2.61739E+11,2.65276E+11,2.46083E+11,2.31057E+11,2.22927E+11,2.07959E+11,2.30111E+11,2.72987E+11,2.85696E+11,2.98959E+11,2.99207E+11,3.07586E+11,3.03942E+11,2.89271E+11,2.86844E+11,3.32128E+11,3.43565E+11,3.54947E+11,3.34531E+11,3.35908E+11,3.60096E+11,3.34294E+11,3.57366E+11,4.57176E+11,5.67228E+11,6.64098E+11,7.76216E+11,9.03442E+11,1.02716E+12,9.85556E+11,1.32025E+12,1.48154E+12,1.55283E+12,1.63177E+12,1.71242E+12
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15550350879,12231253586,15727809707,17826873819,10368977864,11804446136,13069991258
Sub-Saharan Africa (all income levels),SSF,GDP (current US$),NY.GDP.MKTP.CD,26580698721,28064598396,29931805750,32151503467,35026722309,38057854692,40892511484,41640862926,44205534321,50040025330,60111370814,60359123709,68262113504,87425391246,1.1474E+11,1.2678E+11,1.39638E+11,1.51379E+11,1.67297E+11,2.03918E+11,2.61917E+11,2.65447E+11,2.46256E+11,2.31232E+11,2.23114E+11,2.08181E+11,2.30386E+11,2.73319E+11,2.8607E+11,2.99342E+11,2.99679E+11,3.08062E+11,3.04504E+11,2.89876E+11,2.87426E+11,3.32772E+11,3.44295E+11,3.55947E+11,3.35505E+11,3.37149E+11,3.61754E+11,3.36377E+11,3.5987E+11,4.60366E+11,5.72483E+11,6.7325E+11,7.85327E+11,9.14686E+11,1.04359E+12,9.95836E+11,1.33293E+12,1.49844E+12,1.57058E+12,1.64891E+12,1.72832E+12
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,2901695368,3154455555,3341919157,3516360549,3863854739,4212162365,4553188786,4892007695,4915908705,5372246180,5915394146,6521168971,7531494874,8939774640,12333527506,14753440383,16115630746,17757308553,18281485179,21683688807,26892377613,27673292030,28654526187,29182340573,28185462791,27082771012,27003812818,29944816812,33035780482,34510387572,40284268490,40847959439,42477019322,42242085952,44460802572,49422617517,52966633675,55900299706,56341031166,59872922069,63949864123,64722739515,67464596263,78781238790,91799500429,1.06E+11,1.15542E+11,1.3175E+11,1.5249E+11,1.30674E+11,1.46362E+11,1.67377E+11,1.69303E+11,1.70839E+11,1.74034E+11
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76709304.53,76553443.39,84617970.67,101315399.6,110723361.8,123258507.1,135181861.9,144259256.6,183464986.4,196473838.9,201037916.6,248286778.2,263328450.3,310684591.5,334902362.1
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,93850000,98400000,103500000,110000000,120850000,138650000,171100000,198450000,220600000,233450000,247150000,270650000,287600000,305300000,368600000,465000000,505500000,641000000,735500000,783000000,794900000,889050000,915150000,883600000,864150000,873250000,891000000,979850000,1160900000,542520000,388300000,448300000,404600000,428794117.6,605492537.3,693970588.2,860630922.7,929607500,945000000,885444186,892164393.9,763465550.5,1078402128,1271196078,1484092538,1793776693,2626332574,2936612022,3532969035,3875409836,4368371528,4423194614,5013030303,5298787879,
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12694514982,14213005316,15431233019,16452213633,20079368846,25733071895,27821926489,27658321060,29821792147,30409013424,29110097660,30699955257,35144739319,46810948081,57329401540,62676532770,70450257182,86030933479,99832576534,88634203946,89011920530,97525437865,92747389763,97712677179,99790145653
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21273150020,21479992918,20749099640,22125504905,22690046144,20342229875,20875419546,23563591022,29697443017,34470229198,36346971770,39587755614,48114700246,55589863776,50244790220,47972980132,51248818460,46262747034,47989855095,49416055609
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,14842870293,16147160123,17511477311,18954132366,21137242561,23260320646,25302033132,27463409202,29143383491,31649203886,37555362252,40980354669,48263921552,58567375724,65082578727,81716752565,88102114374,93136781507,1.0297E+11,1.21647E+11,1.40089E+11,1.27858E+11,1.12768E+11,1.03534E+11,1.07662E+11,1.12514E+11,1.48376E+11,1.80429E+11,2.04068E+11,2.14875E+11,2.58154E+11,2.70363E+11,2.80312E+11,2.09951E+11,2.2608E+11,2.64052E+11,2.88104E+11,2.64478E+11,2.668E+11,2.70848E+11,2.59802E+11,2.39917E+11,2.63926E+11,3.31109E+11,3.81705E+11,3.89042E+11,4.20032E+11,4.87816E+11,5.13966E+11,4.29657E+11,4.88379E+11,5.63113E+11,5.43881E+11,5.79526E+11,5.70591E+11
Swaziland,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35076158.48,43025199.5,45927061.46,54128377.43,64979280.41,70278594.43,76858462.83,74758504.83,79798404.03,105417891.6,112137757.2,136465324.4,146741251.5,221902017.3,264311994.1,288302907.4,272539098.4,304047838.1,340616375.3,412093133.8,542000513.6,571542674.6,537575980.8,555336145.8,494475699.9,361014890.5,449146608.3,584135559.9,692016714.3,696915430.7,1114703088,1156141998,1284766234,1357206996,1419293455,1698982438,1602760100,1716699913,1576904292,1547884442,1524496383,1349339652,1224226095,1854032546,2420645241,2584077932,2947943587,3053808159,3019779209,3144671159,3527776867,3806792359,3760602923,3530226512,3400422936
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12012264.27,11592255.03,12642278.13,13923306.31,15393338.65,15603343.27,16443361.75,16632145.82,16074160.74,16452164.52,18432184.32,21966203.04,30645312.35,36896843.19,43135192,47803939.14,49279533.08,64527102.17,85553190.27,127262104,147358375.4,154903482.2,147913010.3,146713753.8,151314671,168888328.2,207853708.3,249267410.7,283832283.8,304833767.3,368584758.9,374359556.1,433667193.8,473916819.5,486451204.6,508221508.2,503068472.2,562958836.5,608369282.2,622985493.7,614879764.8,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016419763,1033635779,967211980.2,847424854.1,969973778,1065816209,1134236960,1411033801,1405764158
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,857704432.6,945244993.2,1110565863,1200447430,1339494292,1472036549,1342287557,1580229795,1753746368,2245011573,2140383693,2589851694,3059682165,3239488105,5159557175,6826980767,7633528925,7696011361,9275203114,9929682190,13062421033,15518199258,16298905384,17589184566,17503082994,16403544496,13293209269,11356215713,10577042354,9853396227,12308624282,12981833333,13253565899,13695962019,10122020000,11396706587,13789560878,14505233969,15200846138,15873875969,19325894913,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,,,,
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,313582729.4,333975338.8,357635641.9,371766927.8,392247492.1,416926361.2,432794986.9,449826392.1,453980085.2,471635574.4,469266799.5,501866651.8,585427609.5,647199433.6,652532708.3,864602104.7,866044940.3,935360415.2,1113919926,1004316704,1033002184,876937406.6,834369740.3,832415884.6,919103663.4,1033069624,1067828258,1163426705,1482597393,1433686308,1738605481,1877138042,1881847677,1463251055,1179837955,1445919970,1607345450,1544689503,1744794457,1534673583,1385058162,1709347793,1987622279,2736666516,4414929220,6646663021,7422102520,8638711757,10351933632,9253484290,10657705072,12156380062,12368070169,12949853281,13922224561
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,121128072.4,126396468.9,132237468.2,143255813.3,166104078.4,187300310.2,216136231.7,231706439.9,241956916.8,267732472.8,253976592.1,286537570.1,335677600.3,406479937.1,560437817.9,617321668.4,619375149,777435063,824263986.8,891775721.1,1136409054,962347169,821652037,765746518.2,718149015.8,762359786,1060911724,1249099286,1378847400,1352949665,1628427587,1602299813,1692959105,1233496936,982624332.2,1309382817,1465448204,1498950970,1587346019,1576094485,1294250280,1332328986,1474630199,1673690390,1937074538,2115154090,2202809211,2523462649,3163416556,3163000591,3172945506,3756023048,3915776184,4338575495,4518443907
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760750922,3034037871,3308912930,3540403470,3889130442,4388937645,5279230812,5638461437,6081009422,6695336561,7086538431,7375000024,8177872958,10838593715,13702998647,14882770236,16985208715,19779312339,24006567109,27371650355,32353514499,34846038523,36589772340,40042798319,41797647298,38900711304,43096774489,50535445671,61667254422,72250747144,85343189318,98234713393,1.11453E+11,1.25011E+11,1.44308E+11,1.68019E+11,1.81948E+11,1.50891E+11,1.1186E+11,1.2263E+11,1.22725E+11,1.15536E+11,1.26877E+11,1.4264E+11,1.6134E+11,1.76352E+11,2.07089E+11,2.46977E+11,2.72578E+11,2.63711E+11,3.18908E+11,3.45672E+11,3.65966E+11,3.87253E+11,3.73804E+11
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395066,2535545389,1909246641,1646693875,1346074461,1231523105,1043893063,921843115.8,1320126665,1086567368,860550294.3,1080774006,1221113795,1554125543,2076148710,2312344311,2830228903,3719515379,5161298559,4979471964,5642221529,6522755783,7633036366,8506615265,9241627841
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368660561,2988678841,3049945191,3232066837,3197224007,3200539816,3179225949,2561118608,2482228440,2379281768,2450084970,2605688065,2450686660,2904662605,3534771969,4462028989,5977440583,6838351088,8104355717,10277598152,12664165103,19271523179,20214385965,22148070175,29233333333,35164210526,41012982456,47931929825
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368000000,452000000,444000000,453000000,466000000,491000000,463000000,559000000,694000000,818000000,934000000,1123000000,1270000000,1468000000,1552000000
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,32506741.72,30036416.96,34139387.89,41567471.67,44667002.01,53260077.43,62242013.33,62068161.07,60863963.96,64248354.54,60058663.31,68195855.61,81667133.45,106657267.4,106344855,113563821.6,132201141.4,137066290.6,138489884.4,193775943,202547013.9,219583570.1,212155124.7,188686997.3,194669501.6,188623258.5,167042898.9,181801931.5,208098552.8,236247362.5,258734857.8,287985750.6,299652754.4,340033798.4,321304425.2,369818466.4,441245488.1,457242448.5,432889959.1,434386307.7
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,535673245.3,584964613.1,619322801.8,678239320.3,711897510.7,736573148.7,723739847.7,761981451.3,758899950,779200000,821850000,896763407.3,1083392307,1308786064,2042002018,2442667525,2500420785,3138666542,3562333317,4602416442,6235874752,6849166228,7989791266,7799749648,7756166525,7375999734,4794361294,4797750183,4496806452,4323035506,5068070424,5362823412,5532117365,4584646138,4947205983,5329214155,5759537844,5737751321,6043710219,6808976096,8154315702,8824873156,9008273516,11235960528,12884712296,15982390300,18369105738,21642269057,27870078385,19175139561,20578437536,23541881857,23224918862,24433812700,
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,991047619,1040952381,1085714286,1214666667,1289904762,1439238095,1685152605,2237570219,2730787476,3545852329,4328933304,4508139372,5109919571,5968474422,7188899277,8743054698,8428513568,8133538743,8350545840,8254573073,8410185740,9017795297,9696739314,10096292842,10101862386,12290568182,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,20746360430,21803372267,22943685719,21473188882,22066101341,23141757278,27453084983,31183139301,32272178404,34377791552,38909334495,44855069425,43455740497,44426016487,45951389300,45238860997,46994804036,
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,13983572895,8022222222,8922222222,10355555556,11177777778,11944444444,14122222222,15666666667,17500000000,19466666667,17086956522,16253351206,20431095406,25724381625,35592246949,44639889197,51289719626,58683333333,65152388797,89385456885,68787480274,71039381406,64547523839,61677459416,59989909458,67235334687,75728009963,87172789528,90852814005,1.07143E+11,1.50676E+11,1.51041E+11,1.59095E+11,1.80422E+11,1.3069E+11,1.69486E+11,1.81476E+11,1.89835E+11,2.69287E+11,2.49751E+11,2.66568E+11,1.96005E+11,2.32535E+11,3.03005E+11,3.92166E+11,4.82986E+11,5.309E+11,6.47155E+11,7.30337E+11,6.14554E+11,7.31168E+11,7.74754E+11,7.88863E+11,8.23243E+11,7.99535E+11
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8824746.238,9365488.115,9742603.634,9631024.916,10887216.91,11025679.51,12335200.16,12701093.97,12757405.79,13686699.57,13741844.59,13196254.87,15451309.04,18230911.04,21535683.88,21839543.63,22903319.5,27030996.03,30290770.26,27101312.79,31824701.28,39313508.69,39875708.12,38322359.53,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100405345,4420167588,4258742899,4956587902,4601413521,4257702021,4510847189,5255221044,6496195824,7683852497,9345174102,9697847589,10185786171,10383560998,10805600069,11659129815,12825801917,16929976913,18610460327,21501741757,27388319370,28574170931,31105430200,33561501962,38808657767,44333456245,49183884817
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,423008385.7,441524109,449012578.6,516147798.7,589056603.8,884873949.6,925770308.1,967647058.8,1037815126,1169047619,1260084034,1417787115,1491596639,1702521008,2100142653,2359555556,2447300000,2936470588,2420260870,2139025000,1244610000,1337300000,2177500000,2240333333,3615647477,3519666339,3923232122,6269511615,6508931652,5276480986,4304398866,3321729057,2857457860,3220439044,3990430447,5755818947,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,16992871612,18803852466,18661302215,23724745221,24703249696,26312399301
